,R2_Average,R2_log_Scope1,R2_log_Scope2,R2_log_Scope3_upstream,R2_log_Scope3_downLA,R2_log_Scope3_prod,R2_log_Scope_total
CT_mean,0.5964375702570087,0.7344572957669321,0.6239768381663418,0.7077549199395442,0.40825882838645333,0.34027622446026445,0.7639013148225166
