model,country,experiment_type,R2_Average,MAE_Average,R2_Average_raw,MAE_Average_raw,ensemble_strategy,ensemble_selected_lambda,ensemble_val_mean_r2,pretrain_final_loss,finetune_final_val_r2,source_samples,target_train_samples,target_test_samples,freeze_encoder,pretrain_lr,finetune_lr,finetune_patience,finetune_weight_decay,d_model,n_layers,temperature,n_source,n_train,n_val,n_test,n_total,years_min,years_max,n_years,R2_target_0,R2_target_1,R2_target_2,R2_target_3,R2_target_4,R2_target_5,R2_target_0_raw,R2_target_1_raw,R2_target_2_raw,R2_target_3_raw,R2_target_4_raw,R2_target_5_raw,seed,experiment_code
CT-CCTL-EMIT,IND,Cross_Time_Contrastive_Learning,0.6116051728450954,1.2572164407709625,0.5761363347941146,1.313773443353035,ct_mlp_stack,1.0,0.6457650807370093,,0.7488042116165161,1367496,2041,751,False,0.0003,1e-05,60,0.0001,384,4,0.07,1367496,2041,826,751,3618,2019,2023,5,0.7032148320139271,0.5151821567407688,0.864939837477925,0.2431431612008386,0.5119878234010642,0.8311632262360487,0.7004894207648373,0.5359157352810561,0.8400273080673778,0.0667130834921745,0.4738729704286156,0.839799490730626,42,C_CT
CT-CCTL-EMIT,CAN,Cross_Time_Contrastive_Learning,0.7147758874138735,1.40137810260128,0.6386207789603747,1.56228116287617,ct_mlp_stack,1.0,0.7453686887614969,,0.7218326330184937,1405703,1276,400,False,0.0003,1e-05,60,0.0001,384,4,0.07,1405703,1276,439,400,2115,2019,2023,5,0.7934844702960394,0.7453028692023367,0.9087482257652107,0.4699525520074218,0.4820715393465826,0.88909566786565,0.772881664865827,0.699745981348966,0.8544801521276518,0.3878671085982157,0.2786612617104399,0.8380885051111473,42,C_CT
CT-CCTL-EMIT,SWE,Cross_Time_Contrastive_Learning,0.681339342239425,1.3279448670359404,0.6389244151134791,1.462213011413313,ct_mlp_stack,1.0,0.6712011669455519,,0.6896457076072693,1454981,786,279,False,0.0003,1e-05,60,0.0001,384,4,0.07,1454981,786,290,279,1355,2019,2023,5,0.6774688556044344,0.7516108638589317,0.8896837733386298,0.3627985906560698,0.5106991261382055,0.8957748438402788,0.6020257832219015,0.7232516369011202,0.8699010312800353,0.3265011804536949,0.4359244766401484,0.8759423821839741,42,C_CT
CT-CCTL-EMIT,THA,Cross_Time_Contrastive_Learning,0.6682730460906644,1.1589810868224688,0.6208459868376914,1.362316817608401,ct_mlp_stack,1.0,0.7283365954746183,,0.7351189851760864,1455858,674,226,False,0.0003,1e-05,60,0.0001,384,4,0.07,1455858,674,255,226,1155,2019,2023,5,0.7278283255899035,0.699205482991458,0.8402301548971624,0.2476410505281233,0.6917839827153458,0.8029492798219937,0.7334069064511635,0.6652925657880853,0.8565918173833172,0.0561932604048845,0.5931613516357827,0.8204300193629154,42,C_CT
CT-CCTL-EMIT,SAU,Cross_Time_Contrastive_Learning,0.7787152948336703,1.0600132946902914,0.6361826913675238,1.4288864418137432,ct_mlp_stack,1.0,0.7522636360404965,,0.7107888460159302,1469220,455,174,False,0.0003,1e-05,60,0.0001,384,4,0.07,1469220,455,177,174,806,2019,2023,5,0.8825086305298651,0.8696031719037698,0.8976254141744783,0.5052893441476971,0.6011141684503132,0.9161510397958986,0.8030298304668162,0.7466826830393176,0.8002672827732195,0.2441217141144928,0.4548430923797446,0.7681515454315521,42,C_CT
CT-CCTL-EMIT,ZAF,Cross_Time_Contrastive_Learning,0.6213066872998859,1.4586244565045494,0.5309362664130999,1.7654103955243945,ct_mlp_stack,1.0,0.6634184468351166,,0.6503081321716309,1463838,446,124,False,0.0003,1e-05,60,0.0001,384,4,0.07,1463838,446,143,124,713,2019,2023,5,0.7631904232027742,0.7596019386732333,0.7605774915908734,0.1656510198540566,0.4808536797333552,0.7979655707450226,0.5887600539859514,0.6153375467485449,0.665122858917885,0.100718386861199,0.4885216544097601,0.7271570975552585,42,C_CT
CT-CCTL-EMIT,ESP,Cross_Time_Contrastive_Learning,0.6534142967998555,1.4368841020034415,0.3364168045278506,2.3472642267220896,ct_mlp_stack,0.0,0.649559921003697,,0.5519369840621948,1467174,272,76,False,0.0003,1e-05,60,0.0001,384,4,0.07,1467174,272,89,76,437,2019,2023,5,0.6856589329988478,0.7523154183796138,0.7564351910751983,0.2753868953331091,0.6421183244111281,0.8085710186012358,0.3953055118352064,0.3530158954800694,0.5722837698400131,-0.0067921457063229,0.1715909151023807,0.5330968806157572,42,C_CT
CT-CCTL-EMIT,POL,Cross_Time_Contrastive_Learning,0.476007466323147,1.6722340917398864,0.0505844394838013,2.640876378933037,ct_mlp_stack,1.0,0.5915575171176886,,0.3015930652618408,1458803,214,63,False,0.0003,1e-05,60,0.0001,384,4,0.07,1458803,214,75,63,352,2019,2023,5,0.595000646654639,0.4572750721072642,0.5712127178771106,0.3402560802667425,0.330481562331426,0.5618187187016999,0.4041013552437685,0.0122537005183753,0.3561154281653258,-0.221060817889745,0.1437203382021616,-0.3916233673370783,42,C_CT
CT-CCTL-EMIT,DNK,Cross_Time_Contrastive_Learning,0.6045345349180672,1.5185178650100652,0.0056566973286888,2.6460866936717995,ct_mlp_stack,0.1,0.663709349176529,,0.4309882521629333,1467541,173,58,False,0.0003,1e-05,60,0.0001,384,4,0.07,1467541,173,60,58,291,2019,2023,5,0.7522854680806886,0.6698552927506445,0.6785817773739977,0.4109906676583761,0.4008340078779977,0.7146599957666981,0.3793253134862401,0.0744988015453856,0.0639064798153625,-0.0321206190879916,0.0790702820303536,-0.530740073817217,42,C_CT
CT-CCTL-EMIT,AUT,Cross_Time_Contrastive_Learning,0.6474335389644467,1.439723786205122,-10.405771018577568,6.871315929943171,ct_mlp_stack,1.0,0.6450331160728072,,-1.965782642364502,1470523,121,39,False,0.0003,1e-05,60,0.0001,384,4,0.07,1470523,121,40,39,200,2019,2023,5,0.8183362833986875,0.6662833202324681,0.7366585741588005,0.4022649413688,0.5002428655294824,0.7608152490984418,-2.5856685289858348,-13.509079145372604,-18.942149370283907,-0.2844872349710243,-1.2084873222616328,-25.904754509590408,42,C_CT
CT-CCTL-EMIT,EGY,Cross_Time_Contrastive_Learning,0.305593513695557,1.697958453333495,-6.122185434519093,5.501136231522092,ct_mlp_stack,0.0,0.5484586534510993,,-1.8870151042938232,1469790,111,38,False,0.0003,1e-05,60,0.0001,384,4,0.07,1469790,111,40,38,189,2019,2023,5,0.2867167954908504,0.1646594364063857,0.1018961493726405,0.4873606109803743,0.6314742461253409,0.16145384379775,-0.7831888835808583,-9.640888640709989,-10.773452701931848,-0.8232940944801896,-0.6212128498972711,-14.091075436514396,42,C_CT
CT-CCTL-EMIT,PER,Cross_Time_Contrastive_Learning,0.6473741051282055,1.260618341336434,-18.69695226362961,6.926883350705935,ct_mlp_stack,0.0001,0.5642967867894102,,-2.636659622192383,1470376,54,15,False,0.0003,1e-05,60,0.0001,384,4,0.07,1470376,54,18,15,87,2019,2023,5,0.8644810778377032,0.7507219913791844,0.841218774360971,-0.1968447359969725,0.7461664549639508,0.8785010682243963,-4.096210293192592,-15.014505864456044,-42.24715837201381,-1.0935657955433005,-0.7853455197116308,-48.9449277368603,42,C_CT
CT-CCTL-EMIT,KEN,Cross_Time_Contrastive_Learning,0.6290363598847836,0.9903265207811676,-10.707464357288842,5.537984748681386,ct_mlp_stack,0.001,0.5504283154656381,,-2.8068268299102783,1472244,33,9,False,0.0003,1e-05,60,0.0001,384,4,0.07,1472244,33,10,9,52,2019,2023,5,0.8864694084318006,0.6096280586422365,0.5513280535012046,0.1471732520344632,0.8943557376879641,0.6852636490110331,-0.7298154283617562,-12.594923991069438,-23.87987645084874,-3.2936285542719315,-1.5950332554959434,-22.15150846368524,42,C_CT
