country,experiment_type,experiment_type_full,R2_Average,MAE_Average,RMSE_Average,training_samples,finetune_samples,log_Scope1,log_Scope2,log_Scope3_upstream,log_Scope3_downLA,log_Scope3_prod,log_Scope_total
COL,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.7055381536483765,1.170775681734085,1.8072432944542325,59096,90,0.7566388845443726,0.48298877477645874,0.8464586734771729,0.5975174903869629,0.7113368511199951,0.8382882475852966
MAR,C,Transfer_Learning,0.8245043953259786,0.7066150406996409,0.9027341909622876,85157,66,0.9638043642044067,0.736021101474762,0.7386947274208069,0.8328031301498413,0.7023605108261108,0.9733425378799438
MAR,C_dev,Transfer_Learning_Developed,0.8813429474830627,0.5661040569345156,0.7429485432063485,59096,66,0.9756089448928833,0.782149612903595,0.8160197734832764,0.8620827198028564,0.8686470985412598,0.9835495352745056
MAR,Transfer_Learning_FTT,Transfer_Learning_FTT,0.8589758276939392,0.623476559917132,0.8062376327704467,85157,66,0.9664394855499268,0.6758390665054321,0.7906087040901184,0.8251186609268188,0.9363734722137451,0.959475576877594
MAR,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.7228269477685293,0.8354792793591818,1.129693190529059,59096,66,0.9657262563705444,0.607707142829895,0.8013869524002075,0.7782502770423889,0.26317739486694336,0.9207136631011963
MAR,D_full,Transfer_Learning_FTT_Full,0.8174110154310862,0.7313445111115774,0.9042624559859772,85157,66,0.9361144304275513,0.6427114009857178,0.6547653675079346,0.8872183561325073,0.8795302510261536,0.9041262865066528
MAR,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.8301529089609782,0.7218256443738937,0.9253547815060812,59096,66,0.9627825617790222,0.6528339385986328,0.8400397896766663,0.7668297290802002,0.7965786457061768,0.9618527889251709
PAK,C,Transfer_Learning,0.8466947575410207,0.8546688556671143,1.1636815099092785,84920,303,0.8666554689407349,0.7160625457763672,0.8445380330085754,0.8724627494812012,0.9027084112167358,0.8777413368225098
PAK,C_dev,Transfer_Learning_Developed,0.8475896616776785,0.7986975212891897,1.1399920304051654,59096,303,0.8695768117904663,0.6710494756698608,0.857698917388916,0.904288649559021,0.9131456017494202,0.8697785139083862
PAK,Transfer_Learning_FTT,Transfer_Learning_FTT,0.6984085142612457,1.0661836564540863,1.58467460948665,84920,303,0.7071129679679871,0.3354087471961975,0.7493239641189575,0.7715238928794861,0.8925220966339111,0.7345594167709351
PAK,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.6390675206979116,1.2292818824450176,1.7686404882694793,59096,303,0.6817317008972168,0.368047833442688,0.6541081070899963,0.5625960826873779,0.8525956869125366,0.7153257131576538
PAK,D_full,Transfer_Learning_FTT_Full,0.7807961106300354,0.8118430773417155,1.3411974686614412,84920,303,0.7943540811538696,0.46215951442718506,0.8369620442390442,0.8144559264183044,0.9220399856567383,0.8548051118850708
PAK,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.7119319240252177,1.0583573083082836,1.5398057477861669,59096,303,0.7686856985092163,0.4444881081581116,0.717573881149292,0.6563791036605835,0.9257923364639282,0.7586724162101746
SAU,C,Transfer_Learning,0.9038212696711222,0.6920086840788523,0.953639782303187,84417,806,0.9288008213043213,0.9252507090568542,0.9304000735282898,0.8439328670501709,0.8423360586166382,0.952207088470459
SAU,C_dev,Transfer_Learning_Developed,0.8872154255708059,0.7615452458461126,1.030203213403696,58290,806,0.9245461225509644,0.9127255082130432,0.9265897870063782,0.7988613247871399,0.81456458568573,0.9460052251815796
SAU,Transfer_Learning_FTT,Transfer_Learning_FTT,0.816115140914917,0.9558238486448923,1.2884374697225731,84417,806,0.8591594099998474,0.8171678781509399,0.8462743759155273,0.6562840938568115,0.8295309543609619,0.8882741332054138
SAU,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.7754196921984354,1.0604666074117024,1.4371544374872496,58290,806,0.8096042275428772,0.7905756235122681,0.8473597764968872,0.5975102186203003,0.7712271809577942,0.8362411260604858
SAU,D_full,Transfer_Learning_FTT_Full,0.8427064120769501,0.8426027546326319,1.1963650057446966,84417,806,0.8791130781173706,0.8326762914657593,0.9128164052963257,0.6777048110961914,0.8265992403030396,0.9273286461830139
SAU,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.8015782634417216,0.9788465599219004,1.3591264279525312,58290,806,0.8282726407051086,0.8568004369735718,0.8764805793762207,0.6005647778511047,0.7622579336166382,0.8850932121276855
NLD,C,Transfer_Learning,0.820052037636439,0.9608620305856069,1.4400924148439869,84779,444,0.7828565835952759,0.6973262429237366,0.9303828477859497,0.6879352331161499,0.8757199645042419,0.94609135389328
NLD,C_dev,Transfer_Learning_Developed,0.8333209554354349,0.9523037175337473,1.393507509394107,58652,444,0.8022119998931885,0.7142531871795654,0.9271174669265747,0.7380552291870117,0.8791040778160095,0.93918377161026
NLD,Transfer_Learning_FTT,Transfer_Learning_FTT,0.6754766404628754,1.3239525655905406,2.002542090544894,84779,444,0.5996710062026978,0.5533589720726013,0.9088414311408997,0.41324806213378906,0.6699363589286804,0.907804012298584
NLD,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.6907016535600027,1.2984392046928406,1.9023074193397864,58652,444,0.6065124273300171,0.5879719853401184,0.8925225734710693,0.3887448310852051,0.7865273356437683,0.8819307684898376
NLD,D_full,Transfer_Learning_FTT_Full,0.7075358430544535,1.186218410730362,1.822059864053207,84779,444,0.591917872428894,0.5234529972076416,0.9189386963844299,0.4903016686439514,0.8045272827148438,0.9160765409469604
NLD,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.7095285753409067,1.1922520796457927,1.857939367456436,58652,444,0.5975295901298523,0.5621307492256165,0.9197053909301758,0.5081112384796143,0.7517718076705933,0.9179226756095886
JPN,C,Transfer_Learning,0.7987417976061503,0.966859703262647,1.3364752057545806,74124,11099,0.8225595951080322,0.8465181589126587,0.9032269716262817,0.5404421091079712,0.7560477256774902,0.9236562252044678
