country,experiment_type,experiment_type_full,R2_Average,MAE_Average,RMSE_Average,training_samples,valid_training_samples,data_efficiency,log_Scope1,log_Scope2,log_Scope3_upstream,log_Scope3_downLA,log_Scope3_prod,log_Scope_total
COL,B_dev,Developed_Baseline,0.3449563670513129,1.8350934162925918,2.426638688436079,59096,0,0.0,0.570146144431407,0.06961184848852764,0.41879694346893426,0.14204410754942332,0.6389878147573644,0.23015134361222078
TUR,A,Country_Self_Modeling,0.7698772254107314,1.032447363997435,1.4555607879489278,1390,429,0.30863309352517987,0.8461325939146079,0.8089483531435817,0.9265316361761373,0.4020100101095272,0.7464413722698058,0.8891993868507284
TUR,B,Global_Baseline,0.6330545897615975,1.398678249165443,1.9375945026380446,84609,0,0.0,0.6788915894589932,0.6244049883775996,0.780181086583348,0.33081819062299533,0.6210737519207752,0.7629579316058737
TUR,B_dev,Developed_Baseline,0.6028490081866865,1.4714098868700336,2.0038071820998407,59096,0,0.0,0.7535239126074056,0.5996411370383359,0.602726249793061,0.3605971887187295,0.5770475753667542,0.7235579855958331
PER,A,Country_Self_Modeling,0.7104679876921031,0.986158494626996,1.3280889416557893,323,60,0.18575851393188855,0.9013286024132944,0.6134505742298315,0.9103090493935321,0.027929273688085732,0.8962085950153079,0.9135818314125662
PER,B,Global_Baseline,0.6241524750425375,1.2979948534202483,1.6676935838944702,85136,0,0.0,0.7095301724279297,0.5959424480971773,0.8029927528574019,0.2236213322675703,0.6535276082276089,0.7593005363775365
PER,B_dev,Developed_Baseline,0.5863910072425469,1.3503059603369205,1.6871523908886943,59096,0,0.0,0.6725407766854696,0.5362960728641563,0.7106648751974756,0.41960666956645554,0.662642333769373,0.5165953153723508
NZL,A,Country_Self_Modeling,0.7728154850003679,0.9761686503508237,1.4822192954220539,701,214,0.30527817403708984,0.8734451540894141,0.6849549647550687,0.9446410608975366,0.5514209257795893,0.6691944586037848,0.9132363458768135
NZL,B,Global_Baseline,0.6402254339486173,1.3558468914619164,1.8766156922065347,84916,0,0.0,0.6860257735863737,0.43882368800964966,0.8968737503627768,0.4886700386020978,0.49135233112488064,0.8396070220059247
NZL,B_dev,Developed_Baseline,0.6320787361375956,1.306446577399284,1.8875587551189854,58789,0,0.0,0.6223786518393526,0.42140122850562545,0.9159334123541456,0.49826300703132886,0.5227686778586484,0.8117274392364723
MAR,A,Country_Self_Modeling,0.8462702140523088,0.7493458292169528,1.0002318811492563,257,46,0.17898832684824903,0.9877696817530769,0.5381056160072994,0.9656743327698022,0.8713115557029267,0.7348353972900156,0.9799247007907318
MAR,B,Global_Baseline,0.5743357827163785,1.2421976377980102,1.6107027719447826,85157,0,0.0,0.7086628304856246,0.061935819816573146,0.5517144031586121,0.7351073742847835,0.7615780662927654,0.627016202259913
MAR,B_dev,Developed_Baseline,0.562094470006267,1.3599753171633344,1.7115059419209586,59096,0,0.0,0.7068001205922362,0.4468298780753076,0.33859838103410556,0.6155525455089275,0.6186795641504998,0.646106330676526
EGY,A,Country_Self_Modeling,0.7571777421864428,0.8817198150542568,1.417163692016296,544,131,0.24080882352941177,0.8691521216473557,0.7178842112105237,0.8536645815174442,0.42891941231177033,0.80629415129166,0.8671519751399036
EGY,B,Global_Baseline,0.7104272610762399,1.1528140129199538,1.521852509373738,85034,0,0.0,0.7609626923612748,0.616620539987739,0.7169459693617555,0.6267630930018174,0.7669676582559912,0.7743036134888613
EGY,B_dev,Developed_Baseline,0.6089755636983861,1.3288223658201557,1.7100796764676331,59096,0,0.0,0.727351222810078,0.5158506993621865,0.45960209895565307,0.48508941261806116,0.772225060723992,0.6937348877203464
POL,A,Country_Self_Modeling,0.7698920211840328,1.0763697678884925,1.6169141565361576,1154,246,0.21317157712305027,0.8646648202400717,0.6655658703740555,0.9061757866579994,0.688386040721382,0.6158867205935792,0.8786728885171082
POL,B,Global_Baseline,0.7609090137403235,1.2666560680542338,1.6759604097096503,84871,0,0.0,0.8287355693899852,0.7333120448250163,0.8844504197080333,0.5538991153649885,0.682720200435206,0.882336732718712
POL,B_dev,Developed_Baseline,0.7508111470201589,1.2906153058471468,1.7010021466187417,58744,0,0.0,0.8317676462947426,0.7878255375613783,0.8273729211570094,0.4872320291740675,0.6896344115391906,0.8810343363945661
QAT,A,Country_Self_Modeling,0.8012955836417551,0.8728607212199178,1.2333627221053904,309,112,0.36245954692556637,0.8715742666596187,0.8169288454575261,0.8945076976822774,0.7979583350258428,0.5567462769584417,0.8700580800668243
QAT,B,Global_Baseline,0.47337525860744484,1.3076817162109011,2.060765809104357,85061,0,0.0,0.44186219884176203,0.31748391396087683,0.5757937084663225,0.6164848179183889,0.602732119381842,0.2858947930754765
QAT,B_dev,Developed_Baseline,0.541173685286879,1.207977619457454,1.8964830465532083,58934,0,0.0,0.5463060497094446,0.3109706246011611,0.47735826944636595,0.6772199981470075,0.6751971328305968,0.5599900369866977
PAK,A,Country_Self_Modeling,0.7554177768652247,0.857539285063926,1.3743432635555013,643,211,0.328149300155521,0.8558071244191129,0.7499259019916731,0.6986285229569951,0.6514732768153042,0.8014258599333419,0.7752459750749213
PAK,B,Global_Baseline,0.5046556103356341,1.4032474771001346,1.90275902228689,84920,0,0.0,0.5920132805670705,-0.11705975290613879,0.4853600467914705,0.6302481561394359,0.9035928903678535,0.5337790410541131
PAK,B_dev,Developed_Baseline,0.1703992553218594,1.874443349417863,2.3466277847204426,59096,0,0.0,0.5901601178549318,-0.6030208521049363,-0.39121939530505534,0.45353921974331546,0.8845206735487645,0.0884157681941361
NGA,A,Country_Self_Modeling,0.8068494008791837,0.8573244349564492,1.2630132333796247,276,63,0.22826086956521738,0.932442824871557,0.867488512826637,0.8746483543229886,0.6240510785558135,0.5844120477002851,0.9580535869978207
NGA,B,Global_Baseline,0.6390098037465213,1.1681514482278939,1.4759750728144987,85132,0,0.0,0.7546519600552353,0.42727867900011995,0.5840423411741482,0.6214964449512979,0.827449227804302,0.6191401694940244
NGA,B_dev,Developed_Baseline,0.3301600937632593,1.5403893624406617,1.8679589335301732,59096,0,0.0,0.6969113083826672,-0.10997273891167492,-0.13263622711949052,0.367155692838541,0.80649524905339,0.3530072783361229
KEN,A,Country_Self_Modeling,-0.40496310127811014,2.3866980397314936,2.589306375898223,131,36,0.2748091603053435,-0.3860391308829285,-0.48002290538824877,-0.4036967142086032,-0.30375737695934313,-0.3147377852559774,-0.5415246949735602
KEN,B,Global_Baseline,0.3510236099740737,1.2854229865488231,1.7417544608418913,85171,0,0.0,0.6315760438894709,0.06716121584835277,0.12278222821071072,0.2537870271941097,0.8477030876544245,0.1831320570473739
KEN,B_dev,Developed_Baseline,-0.03393905745975906,1.5956291111102887,2.0224635071435233,59096,0,0.0,0.7306564445128876,-0.8898183441494074,-1.0195793679298961,0.1722469782457633,0.7883978219526291,0.01446212260946933
KWT,A,Country_Self_Modeling,0.9044177045841283,0.7001076864815658,0.9047922407516737,315,133,0.4222222222222222,0.9101786323581313,0.906698669842431,0.9363196282681332,0.867108363447654,0.8759946146952248,0.9302063188931952
KWT,B,Global_Baseline,0.31087126830713624,1.5539223965322382,2.0577649641513167,85032,0,0.0,0.3736624137903446,-0.19103394551947628,0.289040225363441,0.47316789481081767,0.7186537010403696,0.20173732035732073
KWT,B_dev,Developed_Baseline,0.03856442444680023,2.001127892056859,2.4686877551433017,58905,0,0.0,0.1357143708368047,-0.32990632437688694,-0.2108640379347766,0.3807275630420386,0.4593665526724089,-0.20365157755878727
SAU,A,Country_Self_Modeling,0.9177843905644018,0.6111574444505045,0.8853672858570977,962,564,0.5862785862785863,0.9461254181717101,0.9310674154052361,0.9677205183103281,0.8022195888600337,0.8896476195745622,0.9699257830645402
SAU,B,Global_Baseline,0.7316682306247945,1.1834068812451755,1.5950155984509997,84417,0,0.0,0.7404646694238521,0.7182646098411214,0.7355137798982474,0.691261219944078,0.752717488500559,0.7517876161409095
SAU,B_dev,Developed_Baseline,0.7304936125696467,1.2010846474882635,1.5951268836465087,58290,0,0.0,0.7778647207727041,0.6897451819972398,0.7572637365792964,0.6844268781649534,0.7451775341731723,0.7284836237305148
VNM,A,Country_Self_Modeling,0.9009884244486281,0.536826517058273,0.7089986130174579,589,79,0.13412563667232597,0.9676015138175776,0.726536300118498,0.9199207642256371,0.8959743629931894,0.9409368911108743,0.9549607144259917
VNM,B,Global_Baseline,0.33980313589114247,1.5149279807155482,1.944610850854543,85110,0,0.0,0.5647205605857569,-0.25324718509655963,0.2040641037614287,0.6866811842767325,0.6791064781956448,0.15749367362385147
VNM,B_dev,Developed_Baseline,-0.14292139904531911,2.0750388033946403,2.5169872118029706,59096,0,0.0,0.3866828741374443,-0.9952141413799864,-0.9175808141498396,0.43819381540927715,0.48507579994181715,-0.2546859282306273
