country,experiment_type,experiment_type_full,R2_Average,MAE_Average,RMSE_Average,training_samples,valid_training_samples,data_efficiency,log_Scope1,log_Scope2,log_Scope3_upstream,log_Scope3_downLA,log_Scope3_prod,log_Scope_total
THA,B,Global_Baseline,0.5726549321043252,1.48925818985179,1.946002496362479,84068,0,0.0,0.728917451044646,0.298159488813433,0.5712033255492406,0.5721778689117647,0.7112090155985427,0.5542624427083238
THA,B_dev,Developed_Baseline,0.5635567622606926,1.5272204611317663,1.9756123989851695,59096,0,0.0,0.7267976722993392,0.3784544053225163,0.45835859414048374,0.5664490164949094,0.6890363138495712,0.5622445714573361
CHL,A,Country_Self_Modeling,0.8089619322334505,0.9106592188738124,1.2920377643230245,730,162,0.2219178082191781,0.9510956903005443,0.7416333985090204,0.940156399084229,0.6059482915407564,0.6526738407472883,0.9622639732188645
CHL,B,Global_Baseline,0.41912789099493136,1.6897138710549466,2.167928329297333,84991,0,0.0,0.6934628764061869,0.2850059058263358,0.22361628433539915,0.46038934181938673,0.4471665436091594,0.4051263939731198
CHL,B_dev,Developed_Baseline,0.30395383036311974,1.8417472402586466,2.3373123202201214,58864,0,0.0,0.5791176412476444,0.20025353199138873,-0.0007285469827160718,0.4610488536995122,0.39880865427734125,0.18522284794554766
CYM,A,Country_Self_Modeling,0.5425498546940112,1.2625133896794085,1.8649747054860206,252,101,0.4007936507936508,0.358728818919293,0.7617694476090434,0.8925239981362757,0.24065033112038148,0.12862407759517802,0.8730024547838953
CYM,B,Global_Baseline,0.6654063439151704,1.0815917417595033,1.6349124818864489,85078,0,0.0,0.5420285952534475,0.6342200272191645,0.8746176150767052,0.5264023741308472,0.5897125109790666,0.8254569408317909
CYM,B_dev,Developed_Baseline,0.6768035123393162,1.0663921029777441,1.614657070770459,58951,0,0.0,0.6146244018135932,0.6173832813317321,0.8973838832920932,0.5858352370911022,0.5689140372816016,0.7766802332257744
ARG,A,Country_Self_Modeling,-0.627824088014677,2.9264049019628007,3.2141042549101573,167,34,0.20359281437125748,-0.5101799255111539,-1.3198833101812855,-0.9524112781169394,-0.1691659341569105,-0.15937281005620707,-0.6559312700655657
ARG,B,Global_Baseline,0.7050850210600218,1.355067420274074,1.709530084366872,85173,0,0.0,0.8694163202034492,0.6790622331752905,0.7900005903743493,0.38875618662229217,0.6908969129330182,0.8123778830517316
ARG,B_dev,Developed_Baseline,0.6491478738307049,1.4542704447174586,1.842044202544373,59096,0,0.0,0.7865592893036373,0.711966161865148,0.6104304120273734,0.3649270295949312,0.6945395455256209,0.7264648046675191
IDN,A,Country_Self_Modeling,0.842390076846587,0.8830325168603345,1.2484609351936624,1928,658,0.3412863070539419,0.8580458841722591,0.751514848042609,0.943783192862247,0.7460234177129565,0.8585324989336449,0.8964406193558049
IDN,B,Global_Baseline,0.35222478884743835,1.994242973731552,2.52552381240501,84281,0,0.0,0.4785276073880125,0.14654820251218126,0.19979214704312298,0.3454338061071328,0.6158603124069456,0.3271866576272351
IDN,B_dev,Developed_Baseline,0.20377379281509023,2.19779593654695,2.7167035952410745,59096,0,0.0,0.48025644160262637,-0.029023579851372494,-0.15215616015420697,0.18823346598188828,0.6569175591655924,0.07841503014601381
RUS,A,Country_Self_Modeling,0.7380459397560326,1.0815934464934474,1.5695007101296923,954,179,0.18763102725366876,0.8498257402896883,0.7079868833277388,0.864782517676983,0.34115432167580895,0.8196382137984354,0.8448879617675413
RUS,B,Global_Baseline,0.5908042889543613,1.6392633476872074,2.165740443236856,84966,0,0.0,0.7134720487701627,0.6030511310287409,0.6414622296586628,0.3907176569337768,0.5974458030885514,0.5986768642462734
RUS,B_dev,Developed_Baseline,0.47553155011728343,1.7905221101223583,2.3656409227815556,59096,0,0.0,0.6295567925558796,0.2989976841599219,0.41496322705765687,0.3545178607087808,0.6614735646371712,0.49368017158429034
COL,A,Country_Self_Modeling,0.7817179716100332,1.2308698011900374,1.5300120569301736,267,62,0.23220973782771537,0.704894996803402,0.886199907584916,0.9463593526292811,0.775269773151759,0.5072713570924278,0.8703124423984128
COL,B,Global_Baseline,0.5499606283480758,1.586002927740827,2.1389445926860224,85133,0,0.0,0.5793599187299325,0.4322242883884343,0.7109428842929586,0.36828245646370106,0.6046318189701828,0.6043224032432457
